time,x,y,z
10.916,-17.999052347235722,-17.91341244217909,0.7412218529333264
17.696,-17.769661337499027,-17.468293537655722,0.7340888564427814
18.054,-17.40564364772677,-17.123538445372535,0.7321207657401833
18.402,-17.042110449177024,-16.779765896936976,0.7327571664741696
19.112,-16.68299230071127,-16.431968493239978,0.7461806495901326
20.685,-16.245904857122696,-16.187731491553805,0.7429512285589102
21.058,-15.859184325430466,-15.870251804942031,0.7365726756997696
21.421,-15.500086223167044,-15.521484678947855,0.7343133839529218
23.692,-15.20219510693157,-15.119953169283928,0.7489060071744172
24.259,-15.16416952617216,-14.620346991126668,0.7457841154466949
24.626,-15.048863746593568,-14.133831844704739,0.7408068388088717
24.973,-14.89884342376005,-13.655705104580452,0.7369219497795018
25.583,-14.741530499254932,-13.180890796909377,0.7458968560429783
27.191,-14.604511914888274,-12.698878108158866,0.7419972550248887
27.576,-14.54347711409761,-12.2010205170184,0.7371098889749755
27.924,-14.434693894316872,-11.711965441047186,0.7343676500579801
28.435,-14.25508570063888,-11.245393569055501,0.7428435614564243
30.035,-14.095027296354369,-10.7705989674932,0.740316921695964
30.427,-14.041158824087203,-10.27288861088204,0.734488317966695
30.775,-13.949261103933148,-9.781040539319358,0.732759727402758
31.233,-13.785569212305091,-9.30822202169772,0.7403881268148887
32.964,-13.606557347490824,-8.840785232979565,0.7425515992802157
33.37,-13.548546287698564,-8.344089405209449,0.7348133971834954
33.72,-13.466365448223915,-7.849489467314399,0.7327160867670562
34.14,-13.313576459669978,-7.372766155095502,0.7381850804413933
35.915,-13.12186474357518,-6.910145377769297,0.7448359679270927
36.338,-13.055284082702377,-6.41352857932729,0.7354709767934148
36.69,-12.98148852393344,-5.918845108211356,0.7332430104002245
37.084,-12.839323468798097,-5.4391464956028415,0.7367126751137799
39.039,-12.53387382113427,-5.043080088132122,0.7469693998538143
39.455,-12.0816801147912,-4.8269951830552325,0.733875898842952
39.789,-11.598455607893888,-4.694601176439388,0.7288780726616478
40.139,-11.11068369695592,-4.579561586578999,0.7307490357904405
42.333,-10.622252898454192,-4.473943606135723,0.7491267264310933
42.939,-10.125366069336765,-4.413596934742701,0.7429725029914407
43.335,-9.673650431663917,-4.198911525076206,0.7393352686660374
43.739,-9.25773185874396,-3.9214279061602393,0.733935319146695
44.389,-9.482217269092608,-3.92316914969938,0.28716093377883656
48.627,-9.016185152662231,-3.7917293208178067,0.16177855250273496
50.339,-8.520624622966492,-3.768059122720306,0.22818797602340626
50.793,-8.020634383309153,-3.765676270406224,0.2037260223037397
51.055,-7.522657806450813,-3.711255396778839,0.19490903692311454
51.287,-7.058293884438433,-3.5265356257433607,0.23022638874118923
51.649,-6.709985659035709,-3.1989240350595343,0.3766688172642381
55.453,-6.6628247157813005,-2.8674957673041925,0.7482757134281511
55.869,-6.287510602367735,-2.536171595187884,0.7386833233906571
56.258,-6.015580699157232,-2.116107163035947,0.737468414665206
56.723,-5.9350501359026815,-1.6222056889277496,0.7366972035756745
58.363,-5.817784218845066,-1.1360665353849497,0.74335833744147
58.786,-5.555662845978233,-0.7102123962422641,0.7365736429154482
59.151,-5.296052293838462,-0.2819969994359347,0.7348268685644089
59.597,-5.0524460892150165,0.15503343481069473,0.7408003892503734
61.502,-4.870877931636213,0.6215054131445084,0.7492972155803106
61.899,-4.692502028727248,1.0897217476072727,0.7408656907489439
62.23,-4.563798367254073,1.573098312118023,0.7348193860825565
62.618,-4.503062854172441,2.069714826458889,0.7368042042177027
64.324,-4.503724148338293,2.570204716957906,0.7469729481952583
64.746,-4.4225544492476505,3.0638477715811114,0.7387552336575832
65.085,-4.326009368257409,3.555148619500908,0.7339110476124309
65.473,-4.266907678840962,4.052469391112916,0.7369888186700441
67.679,-4.171570087190121,4.543503939800802,0.750423334207236
68.136,-4.088524931353165,5.036982526220553,0.7423601995783737
68.498,-4.008521717431051,5.5317777462902145,0.7388207030573464
68.875,-3.863245937424747,6.011150681377714,0.7381904751873376
70.766,-3.665008866000834,6.4701306781377035,0.7481754224582743
71.223,-3.5460840001998943,6.956825017535664,0.7392536467794874
71.56,-3.498202984219775,7.455806705924716,0.7329556010993505
71.917,-3.4876332102217926,7.9559888012703945,0.7332881547275089
74.067,-3.3835299656912374,8.444885964988153,0.7479975316083844
74.539,-3.0125523168126094,8.780328488699652,0.7389815702213444
74.903,-2.659805973964192,9.135210422459004,0.7355177149304294
75.294,-2.3642627897357498,9.53958136913543,0.7365396008580974
77.39,-2.2013789954653147,10.0123598484303,0.7474641055368022
77.836,-2.2519382828058125,10.509743941546128,0.7364517437667165
78.199,-2.2561209020462565,11.010630065073531,0.7341381749498339
78.579,-2.1376776951434886,11.496865630484336,0.7343659189761352
80.46,-1.9750115868058074,11.969733314250442,0.7497084013142505
80.926,-1.9777156751730598,12.470593156243284,0.7405499375753625
81.265,-1.987036640197961,12.971922553250959,0.7339608068474397
81.626,-1.997512043438951,13.4725017053324,0.7344122642543811
84.905,-1.6724538085320297,13.852938098232704,0.7487685694112178
85.392,-1.1877597776986468,13.975892555270214,0.7413094571904348
85.811,-0.7949679259561255,14.28728074352709,0.7389184056950077
86.227,-0.41577534736386423,14.613541684348686,0.7378548584907456
88.423,0.05836508636095028,14.774345967802676,0.7490040747144813
88.869,0.547820716299628,14.876162125013845,0.7388609517634014
89.225,0.9673489421545258,15.149054449519092,0.7340259381296248
89.594,1.3218356971224523,15.502509763630233,0.7325156935403997
91.589,1.6796563092696857,15.851417284013193,0.7479469166840269
92.087,2.13954496619985,16.049422225631677,0.7397859231943751
92.458,2.6058275333738563,16.229895216174903,0.7358741829877803
92.864,3.067871929342578,16.423055299810112,0.7380177043307213
95.095,3.555782438707349,16.532270898733916,0.7486747511435546
95.572,4.041190930223285,16.652556145564898,0.7421048629281465
95.943,4.478766579764576,16.894458383516227,0.7371435340495249
96.374,4.900013890699678,17.16520663329626,0.7394912956663874
98.546,5.386365803651639,17.28147211822215,0.7458104171584765
98.994,5.864069712954013,17.432610923503255,0.7404401994197326
99.359,6.2966331598235135,17.684487006622405,0.7355286058538277
99.834,6.715437488577019,17.95777078441413,0.7410171099565973
101.536,7.208063337196848,18.046799368369363,0.7440400173020566
101.957,7.680576409953588,18.210268604457823,0.7371391216203041
102.329,8.109914172640726,18.46864804049237,0.7335708891923377
102.97,8.536383264282012,18.729630282568323,0.7400331596740719
104.644,9.03675060891886,18.72946558859307,0.7412807382819081
105.028,9.530992119662534,18.811168839426205,0.7385269760195448
105.362,10.000670890567372,18.98525149999495,0.7339442838696871
105.805,10.448197258194805,19.20961335334363,0.7400806824259462
107.345,10.883348801224294,19.457316691249762,0.7444696101901398
107.74,11.284615960750276,19.75755330243381,0.7337899119525598
108.105,11.738787566791089,19.9689000411053,0.730956692875989
108.628,12.235021181185063,20.03008635019192,0.7376870625615248
110.565,12.695353979220252,20.228043720540654,0.7408043926135088
110.951,13.094435630970615,20.531232699355748,0.7319423192625305
111.333,13.551112836318405,20.736008370155012,0.7317075400911633
111.986,14.049753496924538,20.773688855581078,0.7412783797101635
113.536,14.549464525752233,20.802210402128964,0.7396659985882895
113.933,15.007921942167464,21.00183056823215,0.7356437102429811
114.298,15.432532625987806,21.266354422968213,0.7331155634662578
115.145,15.847414793886841,21.545243510424168,0.744685813051884
116.553,16.32276593161271,21.702654419522116,0.7408561659904543
116.915,16.783409925712466,21.899732237837274,0.7350937742976631
117.278,17.23497914761769,22.114447743917516,0.7341259856145449
119.085,17.683276315750547,22.335956276990313,0.7502262287188248
119.557,18.089874176811154,22.62718459917251,0.7380737769181375
119.927,18.51414635950141,22.892026205073492,0.7332804594394391
120.329,18.996667756249614,23.02579811372617,0.7337114115277436
122.414,19.491764919230672,23.094551696860336,0.7491992762479778
122.87,19.941073227499277,23.315211773689303,0.7410083709573835
123.222,20.39748887906232,23.5197543794705,0.7349787915132093
123.637,20.86222287155823,23.70558037224936,0.7382288599452174
125.384,21.356608911281242,23.785230602571996,0.7457705517899961
125.798,21.854524300259573,23.732840850784395,0.7358469508114331
126.148,22.354240605697115,23.759449478432803,0.7329066658681856
126.546,22.833531306286325,23.90285732846849,0.7347892176045178
